Des-I,Emp-I,Des-O,Emp-O,DIA,MES,AÑO,DIANOM,TIPOVUELO,day_period,is_high_season,delay_status
LEMD,LAN,LEMD,LAN,5,7,2017,Miercoles,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,6,7,2017,Jueves,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,7,7,2017,Viernes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,8,7,2017,Sabado,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,9,7,2017,Domingo,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,10,7,2017,Lunes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,11,7,2017,Martes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,12,7,2017,Miercoles,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,13,7,2017,Jueves,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,14,7,2017,Viernes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,15,7,2017,Sabado,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,16,7,2017,Domingo,I,afternoon,True,True
LEMD,LAN,LEMD,LAN,17,7,2017,Lunes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,18,7,2017,Martes,I,afternoon,True,True
LEMD,LAN,LEMD,LAN,19,7,2017,Miercoles,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,20,7,2017,Jueves,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,21,7,2017,Viernes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,22,7,2017,Sabado,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,23,7,2017,Domingo,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,24,7,2017,Lunes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,25,7,2017,Martes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,26,7,2017,Miercoles,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,27,7,2017,Jueves,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,28,7,2017,Viernes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,29,7,2017,Sabado,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,30,7,2017,Domingo,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,31,7,2017,Lunes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,1,7,2017,Sabado,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,4,7,2017,Martes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,6,7,2017,Jueves,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,11,7,2017,Martes,I,afternoon,False,False
LEMD,LAN,LEMD,LAN,13,7,2017,Jueves,I,afternoon,False,True
LEMD,LAN,LEMD,LAN,15,7,2017,Sabado,I,afternoon,True,True
LEMD,LAN,LEMD,LAN,18,7,2017,Martes,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,20,7,2017,Jueves,I,afternoon,True,True
LEMD,LAN,LEMD,LAN,22,7,2017,Sabado,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,25,7,2017,Martes,I,afternoon,True,True
LEMD,LAN,LEMD,LAN,27,7,2017,Jueves,I,afternoon,True,False
LEMD,LAN,LEMD,LAN,29,7,2017,Sabado,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,1,7,2017,Sabado,I,morning,False,True
SBGR,LAN,SBGR,LAN,2,7,2017,Domingo,I,morning,False,False
SBGR,LAN,SBGR,LAN,4,7,2017,Martes,I,morning,False,False
SBGR,LAN,SBGR,LAN,5,7,2017,Miercoles,I,morning,False,False
SBGR,LAN,SBGR,LAN,7,7,2017,Viernes,I,morning,False,False
SBGR,LAN,SBGR,LAN,8,7,2017,Sabado,I,morning,False,True
SBGR,LAN,SBGR,LAN,10,7,2017,Lunes,I,morning,False,True
SBGR,LAN,SBGR,LAN,11,7,2017,Martes,I,morning,False,True
SBGR,LAN,SBGR,LAN,12,7,2017,Miercoles,I,morning,False,False
SBGR,LAN,SBGR,LAN,13,7,2017,Jueves,I,morning,False,False
SBGR,LAN,SBGR,LAN,14,7,2017,Viernes,I,morning,False,False
SBGR,LAN,SBGR,LAN,16,7,2017,Domingo,I,morning,True,True
SBGR,LAN,SBGR,LAN,17,7,2017,Lunes,I,morning,True,True
SBGR,LAN,SBGR,LAN,18,7,2017,Martes,I,morning,True,True
SBGR,LAN,SBGR,LAN,19,7,2017,Miercoles,I,morning,True,False
SBGR,LAN,SBGR,LAN,20,7,2017,Jueves,I,morning,True,True
SBGR,LAN,SBGR,LAN,21,7,2017,Viernes,I,morning,True,False
SBGR,LAN,SBGR,LAN,22,7,2017,Sabado,I,morning,True,False
SBGR,LAN,SBGR,LAN,23,7,2017,Domingo,I,morning,True,False
SBGR,LAN,SBGR,LAN,24,7,2017,Lunes,I,morning,True,True
SBGR,LAN,SBGR,LAN,25,7,2017,Martes,I,morning,True,True
SBGR,LAN,SBGR,LAN,26,7,2017,Miercoles,I,morning,True,False
SBGR,LAN,SBGR,LAN,27,7,2017,Jueves,I,morning,True,True
SBGR,LAN,SBGR,LAN,28,7,2017,Viernes,I,morning,True,False
SBGR,LAN,SBGR,LAN,29,7,2017,Sabado,I,morning,True,False
SBGR,LAN,SBGR,LAN,30,7,2017,Domingo,I,morning,True,False
SBGR,LAN,SBGR,LAN,31,7,2017,Lunes,I,morning,True,False
SBGR,LAN,SBGR,LAN,1,7,2017,Sabado,I,morning,False,False
SBGR,LAN,SBGR,LAN,2,7,2017,Domingo,I,morning,False,False
SBGR,LAN,SBGR,LAN,3,7,2017,Lunes,I,morning,False,False
SBGR,LAN,SBGR,LAN,4,7,2017,Martes,I,morning,False,True
SBGR,LAN,SBGR,LAN,5,7,2017,Miercoles,I,morning,False,True
SBGR,LAN,SBGR,LAN,6,7,2017,Jueves,I,morning,False,True
SBGR,LAN,SBGR,LAN,7,7,2017,Viernes,I,morning,False,True
SBGR,LAN,SBGR,LAN,8,7,2017,Sabado,I,morning,False,True
SBGR,LAN,SBGR,LAN,9,7,2017,Domingo,I,morning,False,False
SBGR,LAN,SBGR,LAN,10,7,2017,Lunes,I,morning,False,True
SBGR,LAN,SBGR,LAN,11,7,2017,Martes,I,morning,False,True
SBGR,LAN,SBGR,LAN,12,7,2017,Miercoles,I,morning,False,False
SBGR,LAN,SBGR,LAN,13,7,2017,Jueves,I,morning,False,False
SBGR,LAN,SBGR,LAN,14,7,2017,Viernes,I,morning,False,False
SBGR,LAN,SBGR,LAN,15,7,2017,Sabado,I,morning,True,True
SBGR,LAN,SBGR,LAN,16,7,2017,Domingo,I,morning,True,True
SBGR,LAN,SBGR,LAN,17,7,2017,Lunes,I,morning,True,True
SBGR,LAN,SBGR,LAN,18,7,2017,Martes,I,morning,True,False
SBGR,LAN,SBGR,LAN,19,7,2017,Miercoles,I,morning,True,True
SBGR,LAN,SBGR,LAN,20,7,2017,Jueves,I,morning,True,False
SBGR,LAN,SBGR,LAN,21,7,2017,Viernes,I,morning,True,False
SBGR,LAN,SBGR,LAN,22,7,2017,Sabado,I,morning,True,False
SBGR,LAN,SBGR,LAN,23,7,2017,Domingo,I,morning,True,False
SBGR,LAN,SBGR,LAN,24,7,2017,Lunes,I,morning,True,True
SBGR,LAN,SBGR,LAN,25,7,2017,Martes,I,morning,True,True
SBGR,LAN,SBGR,LAN,26,7,2017,Miercoles,I,morning,True,False
SBGR,LAN,SBGR,LAN,27,7,2017,Jueves,I,morning,True,False
SBGR,LAN,SBGR,LAN,28,7,2017,Viernes,I,morning,True,True
SBGR,LAN,SBGR,LAN,29,7,2017,Sabado,I,morning,True,False
SBGR,LAN,SBGR,LAN,30,7,2017,Domingo,I,morning,True,False
SBGR,LAN,SBGR,LAN,31,7,2017,Lunes,I,morning,True,True
SBGR,LAN,SBGR,LAN,1,7,2017,Sabado,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,2,7,2017,Domingo,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,3,7,2017,Lunes,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,4,7,2017,Martes,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,5,7,2017,Miercoles,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,6,7,2017,Jueves,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,7,7,2017,Viernes,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,8,7,2017,Sabado,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,9,7,2017,Domingo,I,afternoon,False,False
SBGR,LAN,SBGR,LAN,10,7,2017,Lunes,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,11,7,2017,Martes,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,12,7,2017,Miercoles,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,13,7,2017,Jueves,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,14,7,2017,Viernes,I,afternoon,False,True
SBGR,LAN,SBGR,LAN,15,7,2017,Sabado,I,afternoon,True,True
SBGR,LAN,SBGR,LAN,16,7,2017,Domingo,I,afternoon,True,True
SBGR,LAN,SBGR,LAN,17,7,2017,Lunes,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,18,7,2017,Martes,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,19,7,2017,Miercoles,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,20,7,2017,Jueves,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,21,7,2017,Viernes,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,22,7,2017,Sabado,I,afternoon,True,True
SBGR,LAN,SBGR,LAN,23,7,2017,Domingo,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,24,7,2017,Lunes,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,25,7,2017,Martes,I,afternoon,True,True
SBGR,LAN,SBGR,LAN,26,7,2017,Miercoles,I,afternoon,True,True
SBGR,LAN,SBGR,LAN,27,7,2017,Jueves,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,28,7,2017,Viernes,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,29,7,2017,Sabado,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,30,7,2017,Domingo,I,afternoon,True,False
SBGR,LAN,SBGR,LAN,31,7,2017,Lunes,I,afternoon,True,False
NZAA,LAN,NZAA,LAN,1,7,2017,Sabado,I,evening,False,False
NZAA,LAN,NZAA,LAN,2,7,2017,Domingo,I,evening,False,False
NZAA,LAN,NZAA,LAN,3,7,2017,Lunes,I,evening,False,False
NZAA,LAN,NZAA,LAN,4,7,2017,Martes,I,evening,False,False
NZAA,LAN,NZAA,LAN,5,7,2017,Miercoles,I,evening,False,False
NZAA,LAN,NZAA,LAN,6,7,2017,Jueves,I,evening,False,False
NZAA,LAN,NZAA,LAN,7,7,2017,Viernes,I,evening,False,False
NZAA,LAN,NZAA,LAN,8,7,2017,Sabado,I,evening,False,True
NZAA,LAN,NZAA,LAN,9,7,2017,Domingo,I,evening,False,False
NZAA,LAN,NZAA,LAN,10,7,2017,Lunes,I,evening,False,True
NZAA,LAN,NZAA,LAN,11,7,2017,Martes,I,evening,False,True
NZAA,LAN,NZAA,LAN,12,7,2017,Miercoles,I,evening,False,False
NZAA,LAN,NZAA,LAN,13,7,2017,Jueves,I,evening,False,False
NZAA,LAN,NZAA,LAN,14,7,2017,Viernes,I,evening,False,False
NZAA,LAN,NZAA,LAN,15,7,2017,Sabado,I,evening,True,False
NZAA,LAN,NZAA,LAN,17,7,2017,Lunes,I,evening,True,True
NZAA,LAN,NZAA,LAN,18,7,2017,Martes,I,evening,True,True
NZAA,LAN,NZAA,LAN,19,7,2017,Miercoles,I,evening,True,False
NZAA,LAN,NZAA,LAN,20,7,2017,Jueves,I,evening,True,False
NZAA,LAN,NZAA,LAN,21,7,2017,Viernes,I,evening,True,False
NZAA,LAN,NZAA,LAN,22,7,2017,Sabado,I,evening,True,True
NZAA,LAN,NZAA,LAN,23,7,2017,Domingo,I,evening,True,True
NZAA,LAN,NZAA,LAN,24,7,2017,Lunes,I,evening,True,False
NZAA,LAN,NZAA,LAN,25,7,2017,Martes,I,evening,True,False
NZAA,LAN,NZAA,LAN,26,7,2017,Miercoles,I,evening,True,True
NZAA,LAN,NZAA,LAN,27,7,2017,Jueves,I,evening,True,True
NZAA,LAN,NZAA,LAN,28,7,2017,Viernes,I,evening,True,False
NZAA,LAN,NZAA,LAN,29,7,2017,Sabado,I,evening,True,False
NZAA,LAN,NZAA,LAN,30,7,2017,Domingo,I,evening,True,False
NZAA,LAN,NZAA,LAN,31,7,2017,Lunes,I,evening,True,False
SCIP,LAN,SCIP,LAN,3,7,2017,Lunes,N,afternoon,False,True
SCIP,LAN,SCIP,LAN,10,7,2017,Lunes,N,afternoon,False,True
SCIP,LAN,SCIP,LAN,17,7,2017,Lunes,N,afternoon,True,True
SCIP,LAN,SCIP,LAN,24,7,2017,Lunes,N,afternoon,True,False
SCIP,LAN,SCIP,LAN,31,7,2017,Lunes,N,afternoon,True,False
SCIP,LAN,SCIP,LAN,1,7,2017,Sabado,N,morning,False,False
SCIP,LAN,SCIP,LAN,2,7,2017,Domingo,N,morning,False,False
SCIP,LAN,SCIP,LAN,5,7,2017,Miercoles,N,morning,False,False
SCIP,LAN,SCIP,LAN,6,7,2017,Jueves,N,morning,False,False
SCIP,LAN,SCIP,LAN,7,7,2017,Viernes,N,morning,False,True
SCIP,LAN,SCIP,LAN,10,7,2017,Lunes,N,morning,False,False
SCIP,LAN,SCIP,LAN,12,7,2017,Miercoles,N,morning,False,False
SCIP,LAN,SCIP,LAN,13,7,2017,Jueves,N,morning,False,True
SCIP,LAN,SCIP,LAN,14,7,2017,Viernes,N,morning,False,True
SCIP,LAN,SCIP,LAN,15,7,2017,Sabado,N,morning,True,True
SCIP,LAN,SCIP,LAN,16,7,2017,Domingo,N,morning,True,False
SCIP,LAN,SCIP,LAN,17,7,2017,Lunes,N,morning,True,True
SCIP,LAN,SCIP,LAN,19,7,2017,Miercoles,N,morning,True,False
SCIP,LAN,SCIP,LAN,20,7,2017,Jueves,N,morning,True,True
SCIP,LAN,SCIP,LAN,21,7,2017,Viernes,N,morning,True,False
SCIP,LAN,SCIP,LAN,22,7,2017,Sabado,N,morning,True,True
SCIP,LAN,SCIP,LAN,23,7,2017,Domingo,N,morning,True,False
SCIP,LAN,SCIP,LAN,24,7,2017,Lunes,N,morning,True,False
SCIP,LAN,SCIP,LAN,26,7,2017,Miercoles,N,morning,True,False
SCIP,LAN,SCIP,LAN,27,7,2017,Jueves,N,morning,True,False
SCIP,LAN,SCIP,LAN,28,7,2017,Viernes,N,morning,True,False
SCIP,LAN,SCIP,LAN,29,7,2017,Sabado,N,morning,True,False
SCIP,LAN,SCIP,LAN,30,7,2017,Domingo,N,morning,True,False
SCIP,LAN,SCIP,LAN,31,7,2017,Lunes,N,morning,True,False
SCIP,LAN,SCIP,LAN,4,7,2017,Martes,N,morning,False,True
SCIP,LAN,SCIP,LAN,6,7,2017,Jueves,N,morning,False,True
SCIP,LAN,SCIP,LAN,11,7,2017,Martes,N,morning,False,False
SCIP,LAN,SCIP,LAN,13,7,2017,Jueves,N,morning,False,False
SCIP,LAN,SCIP,LAN,18,7,2017,Martes,N,morning,True,True
SCIP,LAN,SCIP,LAN,20,7,2017,Jueves,N,morning,True,True
SCIP,LAN,SCIP,LAN,25,7,2017,Martes,N,morning,True,True
SCIP,LAN,SCIP,LAN,27,7,2017,Jueves,N,morning,True,False
SLVR,LAN,SLVR,LAN,1,7,2017,Sabado,I,morning,False,False
SLVR,LAN,SLVR,LAN,3,7,2017,Lunes,I,morning,False,True
SLVR,LAN,SLVR,LAN,5,7,2017,Miercoles,I,morning,False,False
SLVR,LAN,SLVR,LAN,7,7,2017,Viernes,I,morning,False,False
SLVR,LAN,SLVR,LAN,10,7,2017,Lunes,I,morning,False,True
SLVR,LAN,SLVR,LAN,12,7,2017,Miercoles,I,morning,False,False
SLVR,LAN,SLVR,LAN,14,7,2017,Viernes,I,morning,False,True
SLVR,LAN,SLVR,LAN,17,7,2017,Lunes,I,morning,True,True
SLVR,LAN,SLVR,LAN,19,7,2017,Miercoles,I,morning,True,False
SLVR,LAN,SLVR,LAN,21,7,2017,Viernes,I,morning,True,False
SLVR,LAN,SLVR,LAN,24,7,2017,Lunes,I,morning,True,False
SLVR,LAN,SLVR,LAN,26,7,2017,Miercoles,I,morning,True,False
SLVR,LAN,SLVR,LAN,28,7,2017,Viernes,I,morning,True,True
SLVR,LAN,SLVR,LAN,31,7,2017,Lunes,I,morning,True,False
SCDA,LAN,SCDA,LAN,1,7,2017,Sabado,N,afternoon,False,False
SCDA,LAN,SCDA,LAN,8,7,2017,Sabado,N,afternoon,False,False
SCDA,LAN,SCDA,LAN,15,7,2017,Sabado,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,22,7,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,29,7,2017,Sabado,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,4,7,2017,Martes,N,afternoon,False,True
SCDA,LAN,SCDA,LAN,8,7,2017,Sabado,N,morning,False,False
SCDA,LAN,SCDA,LAN,11,7,2017,Martes,N,afternoon,False,False
SCDA,LAN,SCDA,LAN,15,7,2017,Sabado,N,morning,True,True
SCDA,LAN,SCDA,LAN,18,7,2017,Martes,N,afternoon,True,False
SCDA,LAN,SCDA,LAN,22,7,2017,Sabado,N,morning,True,False
SCDA,LAN,SCDA,LAN,25,7,2017,Martes,N,afternoon,True,True
SCDA,LAN,SCDA,LAN,29,7,2017,Sabado,N,morning,True,False
SLLP,LAN,SLLP,LAN,2,7,2017,Domingo,I,morning,False,True
SLLP,LAN,SLLP,LAN,3,7,2017,Lunes,I,morning,False,False
SLLP,LAN,SLLP,LAN,4,7,2017,Martes,I,morning,False,False
SLLP,LAN,SLLP,LAN,6,7,2017,Jueves,I,morning,False,True
SLLP,LAN,SLLP,LAN,7,7,2017,Viernes,I,morning,False,False
SLLP,LAN,SLLP,LAN,11,7,2017,Martes,I,morning,False,False
SLLP,LAN,SLLP,LAN,13,7,2017,Jueves,I,morning,False,True
SLLP,LAN,SLLP,LAN,14,7,2017,Viernes,I,morning,False,True
SLLP,LAN,SLLP,LAN,17,7,2017,Lunes,I,morning,True,False
SLLP,LAN,SLLP,LAN,18,7,2017,Martes,I,morning,True,True
SLLP,LAN,SLLP,LAN,20,7,2017,Jueves,I,morning,True,False
SLLP,LAN,SLLP,LAN,21,7,2017,Viernes,I,morning,True,False
SLLP,LAN,SLLP,LAN,24,7,2017,Lunes,I,morning,True,False
SLLP,LAN,SLLP,LAN,25,7,2017,Martes,I,morning,True,True
SLLP,LAN,SLLP,LAN,27,7,2017,Jueves,I,morning,True,True
SLLP,LAN,SLLP,LAN,28,7,2017,Viernes,I,morning,True,False
SLLP,LAN,SLLP,LAN,31,7,2017,Lunes,I,morning,True,False
SCCI,LAN,SCCI,LAN,1,7,2017,Sabado,N,morning,False,False
SCCI,LAN,SCCI,LAN,22,7,2017,Sabado,N,morning,True,True
SCCI,LAN,SCCI,LAN,29,7,2017,Sabado,N,morning,True,False
SCCI,LAN,SCCI,LAN,8,7,2017,Sabado,N,morning,False,False
SPJC,LAN,SPJC,LAN,30,7,2017,Domingo,I,evening,True,False
SCFA,LAN,SCFA,LAN,6,7,2017,Jueves,N,afternoon,False,False
SCFA,LAN,SCFA,LAN,7,7,2017,Viernes,N,evening,False,True
SCFA,LAN,SCFA,LAN,13,7,2017,Jueves,N,afternoon,False,False
SCFA,LAN,SCFA,LAN,14,7,2017,Viernes,N,evening,False,False
SCFA,LAN,SCFA,LAN,20,7,2017,Jueves,N,evening,True,False
SCFA,LAN,SCFA,LAN,21,7,2017,Viernes,N,evening,True,False
SCFA,LAN,SCFA,LAN,27,7,2017,Jueves,N,afternoon,True,False
SCFA,LAN,SCFA,LAN,28,7,2017,Viernes,N,evening,True,False
SCFA,LAN,SCFA,LAN,4,7,2017,Martes,N,evening,False,True
SCFA,LAN,SCFA,LAN,6,7,2017,Jueves,N,evening,False,True
SCFA,LAN,SCFA,LAN,7,7,2017,Viernes,N,evening,False,False
SCFA,LAN,SCFA,LAN,11,7,2017,Martes,N,evening,False,True
SCFA,LAN,SCFA,LAN,13,7,2017,Jueves,N,evening,False,False
SCFA,LAN,SCFA,LAN,14,7,2017,Viernes,N,evening,False,False
SCFA,LAN,SCFA,LAN,18,7,2017,Martes,N,evening,True,True
SCFA,LAN,SCFA,LAN,21,7,2017,Viernes,N,evening,True,False
SCFA,LAN,SCFA,LAN,25,7,2017,Martes,N,evening,True,True
SCFA,LAN,SCFA,LAN,27,7,2017,Jueves,N,evening,True,False
SCFA,LAN,SCFA,LAN,28,7,2017,Viernes,N,evening,True,False
SAEZ,LAN,SAEZ,LAN,15,7,2017,Sabado,I,evening,True,False
MMUN,LAN,MMUN,LAN,19,7,2017,Miercoles,I,evening,True,False
MDPC,LAN,MDPC,LAN,18,7,2017,Martes,I,morning,True,True
MMUN,LAN,MMUN,LAN,5,7,2017,Miercoles,I,evening,False,True
MMUN,LAN,MMUN,LAN,12,7,2017,Miercoles,I,evening,False,False
MDPC,LAN,MDPC,LAN,11,7,2017,Martes,I,morning,False,False
SEGU,LAN,SEGU,LNE,1,7,2017,Sabado,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,2,7,2017,Domingo,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,3,7,2017,Lunes,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,4,7,2017,Martes,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,5,7,2017,Miercoles,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,7,7,2017,Viernes,I,afternoon,False,True
SEGU,LAN,SEGU,LNE,8,7,2017,Sabado,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,9,7,2017,Domingo,I,afternoon,False,True
SEGU,LAN,SEGU,LNE,10,7,2017,Lunes,I,afternoon,False,True
SEGU,LAN,SEGU,LNE,11,7,2017,Martes,I,afternoon,False,True
SEGU,LAN,SEGU,LNE,12,7,2017,Miercoles,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,13,7,2017,Jueves,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,14,7,2017,Viernes,I,afternoon,False,False
SEGU,LAN,SEGU,LNE,15,7,2017,Sabado,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,16,7,2017,Domingo,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,17,7,2017,Lunes,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,18,7,2017,Martes,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,19,7,2017,Miercoles,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,20,7,2017,Jueves,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,21,7,2017,Viernes,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,22,7,2017,Sabado,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,23,7,2017,Domingo,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,24,7,2017,Lunes,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,25,7,2017,Martes,I,afternoon,True,True
SEGU,LAN,SEGU,LNE,26,7,2017,Miercoles,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,27,7,2017,Jueves,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,28,7,2017,Viernes,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,30,7,2017,Domingo,I,evening,True,True
SEGU,LAN,SEGU,LNE,30,7,2017,Domingo,I,afternoon,True,False
SEGU,LAN,SEGU,LNE,31,7,2017,Lunes,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,3,7,2017,Lunes,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,10,7,2017,Lunes,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,11,7,2017,Martes,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,17,7,2017,Lunes,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,18,7,2017,Martes,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,24,7,2017,Lunes,I,afternoon,True,True
SPJC,LAN,SPJC,LPE,25,7,2017,Martes,I,afternoon,True,True
SPJC,LAN,SPJC,LPE,31,7,2017,Lunes,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,4,7,2017,Martes,I,afternoon,False,True
SPJC,LAN,SPJC,LPE,6,7,2017,Jueves,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,12,7,2017,Miercoles,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,13,7,2017,Jueves,I,afternoon,False,False
SPJC,LAN,SPJC,LPE,19,7,2017,Miercoles,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,20,7,2017,Jueves,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,26,7,2017,Miercoles,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,27,7,2017,Jueves,I,afternoon,True,False
SPJC,LAN,SPJC,LPE,1,7,2017,Sabado,I,evening,False,True
SPJC,LAN,SPJC,LPE,2,7,2017,Domingo,I,evening,False,False
SPJC,LAN,SPJC,LPE,3,7,2017,Lunes,I,evening,False,False
SPJC,LAN,SPJC,LPE,4,7,2017,Martes,I,evening,False,True
SPJC,LAN,SPJC,LPE,5,7,2017,Miercoles,I,evening,False,False
SPJC,LAN,SPJC,LPE,6,7,2017,Jueves,I,evening,False,False
SPJC,LAN,SPJC,LPE,7,7,2017,Viernes,I,evening,False,True
SPJC,LAN,SPJC,LPE,8,7,2017,Sabado,I,evening,False,True
SPJC,LAN,SPJC,LPE,9,7,2017,Domingo,I,evening,False,True
SPJC,LAN,SPJC,LPE,10,7,2017,Lunes,I,evening,False,True
SPJC,LAN,SPJC,LPE,11,7,2017,Martes,I,evening,False,True
SPJC,LAN,SPJC,LPE,12,7,2017,Miercoles,I,evening,False,True
SPJC,LAN,SPJC,LPE,13,7,2017,Jueves,I,evening,False,False
SPJC,LAN,SPJC,LPE,14,7,2017,Viernes,I,evening,False,False
SPJC,LAN,SPJC,LPE,15,7,2017,Sabado,I,evening,True,False
SPJC,LAN,SPJC,LPE,16,7,2017,Domingo,I,evening,True,False
SPJC,LAN,SPJC,LPE,17,7,2017,Lunes,I,evening,True,True
SPJC,LAN,SPJC,LPE,18,7,2017,Martes,I,evening,True,False
SPJC,LAN,SPJC,LPE,19,7,2017,Miercoles,I,evening,True,False
SPJC,LAN,SPJC,LPE,20,7,2017,Jueves,I,evening,True,False
SPJC,LAN,SPJC,LPE,22,7,2017,Sabado,I,evening,True,False
SPJC,LAN,SPJC,LPE,23,7,2017,Domingo,I,evening,True,False
SPJC,LAN,SPJC,LPE,24,7,2017,Lunes,I,evening,True,True
SPJC,LAN,SPJC,LPE,25,7,2017,Martes,I,evening,True,True
SPJC,LAN,SPJC,LPE,26,7,2017,Miercoles,I,evening,True,False
SPJC,LAN,SPJC,LPE,27,7,2017,Jueves,I,evening,True,False
SPJC,LAN,SPJC,LPE,28,7,2017,Viernes,I,evening,True,True
SPJC,LAN,SPJC,LPE,29,7,2017,Sabado,I,evening,True,True
SPJC,LAN,SPJC,LPE,30,7,2017,Domingo,I,evening,True,False
SPJC,LAN,SPJC,LPE,31,7,2017,Lunes,I,evening,True,False
SPJC,LAN,SPJC,LPE,1,7,2017,Sabado,I,evening,False,False
SPJC,LAN,SPJC,LPE,2,7,2017,Domingo,I,evening,False,False
SPJC,LAN,SPJC,LPE,3,7,2017,Lunes,I,morning,False,False
SPJC,LAN,SPJC,LPE,4,7,2017,Martes,I,morning,False,False
SPJC,LAN,SPJC,LPE,5,7,2017,Miercoles,I,evening,False,False
